task_id,dataset_name,model_name,horizon,n_support,n_query,seasonal_period,rmse,mae,smape
btc_task_020,BTC,AdaptSmooth-Chronos2,5,,229,,478.6406827298774,313.0450191592429,0.006725508387846644
btc_task_020,BTC,AutoARIMA,5,,229,,494.60552129294365,324.862939965856,0.00696954378168592
btc_task_020,BTC,Chronos2,5,,229,,482.8309205564767,322.9952838427948,0.006947285069613538
btc_task_020,BTC,ChronosBolt_Mini,5,,229,,505.92708661629524,345.4768558951964,0.0074418828302478535
btc_task_020,BTC,ChronosBolt_Tiny,5,,229,,502.0847139094005,345.41414847161565,0.00741398731284544
btc_task_020,BTC,Drift,5,,229,,473.8411379434981,319.0577098802129,0.006858975469241948
btc_task_020,BTC,ETS,5,,229,,481.2988830280138,329.42104277381884,0.007075162791820044
btc_task_020,BTC,LocalDLinear_L5_K3_ep20,5,,229,,569.9528649919583,352.6189185316591,0.007566835440993623
btc_task_020,BTC,LocalFITS_L5_Cauto_ep20,5,,229,,503.008268144401,339.02658842794744,0.007281680148299341
btc_task_020,BTC,Naive,5,,229,,477.68193135154047,311.9350218340611,0.006701424529684237
btc_task_020,BTC,SES,5,,229,,478.07047192956554,311.7399513090861,0.006697329834437819
btc_task_020,BTC,SeasonalNaive,5,,229,,1461.6729690694483,1040.3431441048033,0.02220820023750994
